File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\tab_wdg.py,"function(element_name, title, class_name, kwargs, values)",41,30,24,5,8,0,3,16,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\tab_wdg.py,"function(element_name, node)",22,17,12,5,5,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\tab_wdg.py,"function(element_name, html)",12,11,8,2,1,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\tab_wdg.py,function(element_name),72,56,43,10,15,0,1,14,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\tab_wdg.py,"function(header, class_name, kwargs, values, force)",102,76,63,12,22,0,4,29,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\tab_wdg.py,function(),18,16,15,1,2,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\tab_wdg.py,function(),12,11,9,4,1,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\tab_wdg.py,function(),7,7,6,3,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\tab_wdg.py,function(),3,3,3,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\tab_wdg.py,function(),43,37,27,2,6,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\tab_wdg.py,"function( evt, bvr, mouse_411)",7,7,8,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\tab_wdg.py,"function( evt, bvr, mouse_411)",15,11,10,1,2,0,2,9,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\tab_wdg.py,"function( evt, bvr, mouse_411)",32,24,20,6,8,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\examples\efficient_table_example_wdg.py,str(c),13,10,3,0,0,0,3,23,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\input\process_context_wdg.py,my.get_name(),2,2,1,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\manager\element_definition_wdg.py,"values)                 if value:                     edit_wdg.set_value(value)              elif widget_type == 'TextAreaWdg':                 edit_wdg = TextAreaWdg(name)                 if value:                     edit_wdg.set_value(value)                 edit_wdg.add_attr(""cols"", ""60"")                 edit_wdg.add_attr(""rows"", ""3"")              elif widget_type == 'CheckboxWdg':                 edit_wdg = CheckboxWdg(name)                 if value:                     edit_wdg.set_checked()                 edit_wdg.set_option(""value"", ""true"")              elif widget_type == 'IconSelectWdg':                 from tactic.ui.input import IconSelectWdg                 edit_wdg = IconSelectWdg(name)              elif widget_type == 'TextWdg':                 edit_wdg = TextWdg(name)                 if value:                     edit_wdg.set_value(value)                 edit_wdg.add_style(""width: 250px"")              elif widget_type == 'CalendarInputWdg':                 cal_wdg = CalendarInputWdg(name)                  cal_wdg.set_option('show_activator','true')                 if value:                     cal_wdg.set_value(value)                 edit_wdg = DivWdg(cal_wdg)                 edit_wdg.add(HtmlElement.br()",5,5,1,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\base_table_layout_wdg.py,Item(in Page),16,16,10,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\base_table_layout_wdg.py,Item(Form),16,16,7,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\base_table_layout_wdg.py,Items(NA),4,4,1,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\base_table_layout_wdg.py,button.get_arrow_wdg(),1,1,1,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\base_table_layout_wdg.py,button.get_button_wdg(),1,1,1,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\base_table_layout_wdg.py,button.get_arrow_wdg(),1,1,1,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\edit_wdg.py,"function( evt, bvr )",87,63,60,9,16,0,8,37,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\manage_view_panel_wdg.py,action_button.get_button_wdg(),1,1,1,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\manage_view_panel_wdg.py,''')         scripts.append(select.get_save_script(),1,1,1,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\manage_view_panel_wdg.py,"display_wdg )           if mode != ""advanced"":             simple_wdg.add_style(""display"", ""block"")             display_wdg.add_style(""display"", ""block"")             advanced_wdg.add_style(""display"", ""none"")         else:             simple_wdg.add_style(""display"", ""none"")             display_wdg.add_style(""display"", ""none"")             advanced_wdg.add_style(""display"", ""block"")          detail_wdg.add(HtmlElement.br(1)",3,3,1,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\manage_view_panel_wdg.py,"IconWdg.get_icon_path(""TRANSPARENT"")",18,15,12,2,1,0,2,11,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\panel_wdg.py,"function(evt, bvr)",19,11,10,0,7,0,1,8,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\panel_wdg.py,"function(evt, bvr)",9,7,7,0,2,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\panel_wdg.py,"function(target_id, title, options, values, is_popup)",21,12,10,2,3,0,6,28,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\panel_wdg.py,"function(target_id, title, options, values, is_popup)",55,37,30,4,10,0,8,34,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\panel_wdg.py,"function(target_id, title, options, values, is_popup)",109,64,52,4,32,0,13,67,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\panel_wdg.py,"function(evt, bvr)",21,20,16,2,1,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\panel_wdg.py,"function(evt, bvr)",34,22,18,2,10,0,2,13,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\panel_wdg.py,function(),5,5,4,2,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\panel_wdg.py,function(),15,12,10,2,3,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\panel_wdg.py,function(),37,31,26,5,5,0,1,15,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\panel_wdg.py,"function(element, view, is_personal)",230,171,154,16,31,0,28,183,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\panel_wdg.py,"function(search_type, view, is_personal, list_top)",39,29,23,5,6,0,4,21,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\panel_wdg.py,"function(view, list_id)",46,36,27,12,6,0,4,23,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\panel_wdg.py,"function(evt, bvr, mouse_411)",43,24,20,2,6,0,13,107,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\panel_wdg.py,"function(evt, bvr, mouse_411)",17,16,10,3,0,0,1,8,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\panel_wdg.py,"function(evt, bvr)",16,14,10,6,1,0,1,5,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\panel_wdg.py,function(drop_on_el),7,7,5,3,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\panel_wdg.py,"function(evt, bvr)",183,134,102,22,28,0,21,143,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\panel_wdg.py,"function(action, view, is_personal)",29,17,13,3,4,0,8,14,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\panel_wdg.py,"function(view, element_name, template_top)",41,24,23,4,12,0,5,35,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\panel_wdg.py,"function(evt, bvr)",52,44,30,4,6,0,2,8,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\panel_wdg.py,function( bvr ),30,22,18,4,7,0,1,6,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(),2,2,2,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(table),15,11,9,2,4,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(layout),5,5,5,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(),2,2,2,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(),3,3,5,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(),13,12,10,4,1,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(element_name),16,13,11,4,2,0,1,4,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(cell),22,13,10,5,6,0,3,14,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(header),3,2,2,1,1,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(cell),6,4,4,1,2,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(),13,10,8,3,2,0,1,8,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(),4,4,4,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(),4,4,4,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(element_name),8,8,6,4,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(cell),4,4,4,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(),8,7,5,3,1,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(embedded),8,7,6,2,1,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(cell),6,6,5,2,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,"function(element_name, tr)",15,11,10,2,3,0,1,5,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,"function(element_name, tr)",6,6,5,3,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(row),16,15,11,2,1,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(row),10,10,8,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(),5,5,4,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(),5,5,4,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(),8,8,7,3,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(),9,8,7,2,1,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,"function(row, class_name, kwargs)",100,75,61,3,18,0,7,29,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(row),23,21,16,2,0,0,2,8,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(el),4,4,4,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,"function(row, search_type, level)",57,39,33,3,13,0,5,17,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(),4,4,4,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(),4,4,4,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(parent_key),6,6,3,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(connect_key),6,6,3,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,"function(row, name, value)",8,8,8,2,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,"function(row, data)",2,2,2,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,"function(name, value)",6,6,4,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(kwargs),37,28,23,5,7,0,2,9,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(element_name),18,14,11,6,3,0,1,4,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(index),12,8,8,1,3,0,1,4,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(cell),82,50,41,7,18,0,14,110,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(),18,16,14,2,2,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(),15,13,10,2,2,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,"function(cell, edit_wdg_template)",87,60,49,12,17,0,10,54,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,"function(edit_cell, edit_wdg, size)",251,174,134,29,36,0,41,198,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(embedded),7,7,6,2,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(),8,8,6,3,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(),4,4,4,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,"function(edit_wdg, new_value, set_display, kwargs)",69,49,39,10,17,0,3,19,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,"function( el, value, input_type )",37,27,20,3,9,0,1,7,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,"function(cell, new_value)",93,66,47,6,13,0,14,99,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(kwargs),167,118,89,14,27,1,22,93,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(row),33,24,13,1,7,0,2,33,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,"function(rows, search_keys, web_data, kw)",105,72,48,10,23,0,10,87,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(element_name),2,2,2,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(element_names),2,2,2,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,"function(element_name, values)",2,2,2,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,"function(element_names, mode, values)",179,129,92,22,38,0,12,83,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(columns),25,18,14,4,7,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(column),2,2,2,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(element_name),60,46,38,7,13,0,1,5,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(group_row),30,20,15,6,8,0,2,11,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(),6,6,5,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(),13,10,9,2,3,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(),8,8,8,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,"function(evt, bvr, mouse_411)",51,37,32,6,11,0,3,19,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,"function(evt, bvr, mouse_411)",42,19,16,3,8,0,15,73,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,"function(evt, bvr, mouse_411)",5,4,4,0,1,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,"function(evt, bvr, mouse_411)",42,29,28,1,9,0,4,11,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,"function(evt, bvr, mouse_411)",34,29,21,4,4,0,1,8,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,"function(evt, bvr, mouse_411)",41,31,26,5,7,0,3,13,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(src_el),3,3,3,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,"function( menu_el, activator_el )",29,24,14,4,5,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,"function(evt, bvr)",23,18,13,0,3,0,2,4,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,"function(evt, bvr)",7,5,5,0,2,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(),2,2,2,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(),2,2,2,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\panel\table_layout_wdg.py,function(action),72,55,40,8,14,0,3,12,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\popups\transaction_popup_wdg.py,button.get_arrow_wdg(),1,1,1,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\startup\pipeline_edit_wdg.py,pipeline.get_code(),1,1,1,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\startup\security_wdg.py,my.get_add_groups_wdg(),7,7,4,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\startup\security_wdg.py,layout):         name = Common.get_filesystem_name(my.get_name(),39,18,8,3,4,0,17,60,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\sync\sync_settings_wdg.py,my.get_file_mode_wdg(),19,17,12,2,2,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\drop_element_wdg.py,"label=IconWdg(""Add User"", IconWdg.ADD)",4,4,1,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\drop_element_wdg.py,"function( evt, bvr )",43,34,28,5,6,0,3,33,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\drop_element_wdg.py,"function( evt, bvr )",28,19,16,4,6,0,3,13,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\drop_element_wdg.py,"function( src_el, dst_el )",53,43,33,8,8,0,2,10,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\drop_element_wdg.py,"function(top_el, src_search_keys, src_display_values)",35,22,20,2,9,0,4,13,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\drop_element_wdg.py,"function( evt, bvr )",34,15,14,1,10,0,9,28,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\format_element_wdg.py,my.get_name(),12,11,8,0,1,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\gantt_element_wdg.py,my.get_divider_wdg(),4,4,1,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\gantt_element_wdg.py,function(),12,10,10,0,2,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\gantt_element_wdg.py,function(),7,6,6,0,1,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\gantt_element_wdg.py,"function(top, start_date, end_date, percent_per_day)",46,31,26,4,8,1,7,23,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\gantt_element_wdg.py,"function(top, start_date, end_date, percent_per_day)",68,54,44,8,13,1,1,5,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\gantt_element_wdg.py,"function(top, days, colors, labels)",49,33,27,5,4,0,12,37,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\gantt_element_wdg.py,function(range),36,26,24,2,9,0,1,7,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\gantt_element_wdg.py,function(top),6,5,5,0,1,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\gantt_element_wdg.py,function(top),8,8,6,3,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\gantt_element_wdg.py,function(),8,8,7,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\gantt_element_wdg.py,function(top),11,8,8,1,3,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\gantt_element_wdg.py,function(top),44,7,7,0,6,0,31,89,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\gantt_element_wdg.py,"function(color_el, pipeline_code, pos)",30,24,17,4,6,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\gantt_element_wdg.py,"function(evt, bvr, mouse_411)",27,20,19,1,6,0,1,8,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\gantt_element_wdg.py,"function(evt, bvr, mouse_411)",111,76,63,9,29,0,6,35,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\gantt_element_wdg.py,"function(evt, bvr, mouse_411)",104,62,50,7,34,0,8,30,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\gantt_element_wdg.py,"function(date_str, milli_diff)",10,8,8,1,1,0,1,2,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\gantt_element_wdg.py,"function(bvr, start_date_str, end_date_str, pixel_diff)",50,35,34,3,12,0,3,11,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\gantt_element_wdg.py,"function(evt, bvr, mouse_411)",99,61,56,5,30,0,8,48,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\gantt_element_wdg.py,function(table),37,25,20,4,8,0,4,27,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\gantt_element_wdg.py,"function(evt, bvr, mouse_411)",21,14,13,1,7,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\gantt_element_wdg.py,"function(evt, bvr, mouse_411)",23,16,12,4,6,0,1,13,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\table\gantt_element_wdg.py,"function(evt, bvr, mouse_411)",30,17,14,2,11,0,2,13,
